policy_id,exposure_years,activity,region_risk,building_material,surface_m2,insured_capital_eur,building_age_years,previous_claims,fire_protection,fire_station_distance_km,claim_count,average_claim_cost_eur,total_claim_cost_eur
SYN-003112,0.856,crop_farming,medium,masonry,1686.0,498964.0,4,0,0,6.1,0,0.0,0.0
SYN-003113,0.577,mixed_farming,low,mixed,1952.0,637910.0,65,0,1,5.8,0,0.0,0.0
SYN-003114,0.83,mixed_farming,medium,masonry,3393.0,1111546.0,73,0,0,6.7,0,0.0,0.0
SYN-003115,0.844,livestock,medium,masonry,497.0,277286.0,60,0,1,8.8,0,0.0,0.0
SYN-003116,0.587,mixed_farming,medium,masonry,2330.0,767941.0,15,0,1,3.6,0,0.0,0.0
SYN-003117,0.552,crop_farming,low,mixed,1163.0,275055.0,70,0,1,4.7,0,0.0,0.0
SYN-003118,0.894,mixed_farming,medium,masonry,898.0,453022.0,19,1,1,2.4,0,0.0,0.0
SYN-003119,0.807,crop_farming,medium,mixed,4546.0,1756547.0,70,0,0,11.1,0,0.0,0.0
SYN-003120,0.844,crop_farming,medium,masonry,1913.0,443888.0,56,0,1,24.5,0,0.0,0.0
SYN-003121,0.588,crop_farming,high,masonry,924.0,460406.0,41,0,0,8.6,0,0.0,0.0
SYN-003122,0.833,livestock,medium,masonry,2258.0,821114.0,16,1,1,11.1,0,0.0,0.0
SYN-003123,0.829,livestock,medium,wood,1176.0,510356.0,35,0,1,3.4,0,0.0,0.0
SYN-003124,0.6,livestock,low,masonry,915.0,426081.0,11,1,0,19.3,0,0.0,0.0
SYN-003125,0.562,crop_farming,high,masonry,817.0,241765.0,57,0,0,13.1,0,0.0,0.0
SYN-003126,0.659,crop_farming,low,mixed,1477.0,423920.0,76,0,0,1.4,0,0.0,0.0
SYN-003127,0.843,livestock,medium,masonry,813.0,563232.0,67,2,0,6.6,0,0.0,0.0
SYN-003128,0.516,crop_farming,low,masonry,1341.0,474427.0,52,1,1,7.7,0,0.0,0.0
SYN-003129,0.925,mixed_farming,low,masonry,2157.0,615213.0,79,0,1,7.8,0,0.0,0.0
SYN-003130,0.553,viticulture,medium,mixed,1302.0,448467.0,76,0,1,3.1,0,0.0,0.0
SYN-003131,0.904,livestock,low,masonry,4380.0,1605528.0,80,0,1,3.7,0,0.0,0.0
SYN-003132,0.493,viticulture,low,mixed,1222.0,652397.0,6,0,1,3.6,0,0.0,0.0
SYN-003133,0.844,crop_farming,low,mixed,2913.0,1214054.0,78,0,1,10.5,0,0.0,0.0
SYN-003134,0.737,crop_farming,high,masonry,2286.0,1179915.0,3,0,1,7.5,0,0.0,0.0
SYN-003135,0.797,mixed_farming,medium,masonry,3266.0,1221316.0,32,0,0,8.1,0,0.0,0.0
SYN-003136,0.984,mixed_farming,high,mixed,4367.0,1751174.0,23,0,1,4.4,0,0.0,0.0
SYN-003137,0.432,mixed_farming,high,wood,386.0,181681.0,69,0,0,3.6,0,0.0,0.0
SYN-003138,0.489,crop_farming,high,mixed,1440.0,388592.0,4,0,1,1.3,0,0.0,0.0
SYN-003139,0.447,mixed_farming,medium,masonry,1127.0,360946.0,77,0,1,2.4,0,0.0,0.0
SYN-003140,0.712,livestock,low,mixed,1303.0,362717.0,36,0,1,2.2,0,0.0,0.0
SYN-003141,0.882,livestock,low,mixed,936.0,441496.0,7,0,1,26.7,0,0.0,0.0
SYN-003142,0.433,crop_farming,low,wood,851.0,306417.0,77,0,1,1.3,0,0.0,0.0
SYN-003143,0.868,viticulture,medium,masonry,593.0,234651.0,5,1,1,8.8,0,0.0,0.0
SYN-003144,0.66,crop_farming,low,mixed,1291.0,711358.0,29,2,0,11.3,0,0.0,0.0
SYN-003145,0.965,mixed_farming,low,mixed,2224.0,935198.0,22,0,0,1.5,0,0.0,0.0
SYN-003146,0.63,mixed_farming,medium,wood,879.0,510585.0,59,0,1,11.0,0,0.0,0.0
SYN-003147,0.991,mixed_farming,low,mixed,979.0,520359.0,20,0,1,6.9,0,0.0,0.0
SYN-003148,0.734,mixed_farming,low,wood,770.0,346768.0,52,0,0,4.8,0,0.0,0.0
SYN-003149,0.994,mixed_farming,low,masonry,635.0,211461.0,8,0,1,22.9,0,0.0,0.0
SYN-003150,0.779,crop_farming,medium,masonry,1040.0,632452.0,3,0,1,1.3,0,0.0,0.0
SYN-003151,0.608,crop_farming,low,masonry,1515.0,826985.0,6,0,0,8.5,0,0.0,0.0
SYN-003152,0.882,mixed_farming,low,mixed,2744.0,1487098.0,19,0,1,14.0,0,0.0,0.0
SYN-003153,0.692,livestock,low,masonry,558.0,312482.0,40,0,1,6.8,0,0.0,0.0
SYN-003154,0.585,crop_farming,medium,mixed,1188.0,509217.0,51,0,0,20.3,0,0.0,0.0
SYN-003155,0.687,crop_farming,low,wood,2607.0,805382.0,50,0,1,4.2,0,0.0,0.0
SYN-003156,0.923,livestock,low,wood,563.0,235134.0,8,0,0,6.5,1,5156.03,5156.03
SYN-003157,0.839,crop_farming,high,mixed,2762.0,685423.0,30,0,0,19.9,0,0.0,0.0
SYN-003158,0.504,crop_farming,high,mixed,911.0,489936.0,37,0,1,40.0,0,0.0,0.0
SYN-003159,0.903,viticulture,low,masonry,1924.0,813603.0,32,0,0,16.5,0,0.0,0.0
SYN-003160,0.659,livestock,low,masonry,1052.0,567921.0,55,0,1,9.3,0,0.0,0.0
SYN-003161,0.45,viticulture,low,masonry,1633.0,468373.0,40,1,0,1.3,0,0.0,0.0
SYN-003162,0.488,viticulture,medium,mixed,3449.0,1911628.0,28,0,0,4.6,0,0.0,0.0
SYN-003163,0.44,crop_farming,low,masonry,1120.0,445775.0,18,0,1,3.7,0,0.0,0.0
SYN-003164,0.806,mixed_farming,high,masonry,2316.0,1208729.0,25,1,1,17.0,0,0.0,0.0
SYN-003165,0.555,mixed_farming,high,mixed,1449.0,615741.0,67,1,0,10.3,0,0.0,0.0
SYN-003166,0.458,mixed_farming,medium,masonry,727.0,224695.0,58,1,0,6.3,0,0.0,0.0
SYN-003167,0.619,crop_farming,low,mixed,1103.0,560549.0,35,0,1,9.4,0,0.0,0.0
SYN-003168,0.92,crop_farming,high,masonry,1059.0,468342.0,34,0,0,7.5,0,0.0,0.0
SYN-003169,0.777,crop_farming,medium,mixed,484.0,182768.0,24,1,1,8.2,0,0.0,0.0
SYN-003170,0.692,mixed_farming,medium,masonry,1633.0,478834.0,43,0,0,13.6,0,0.0,0.0
SYN-003171,0.84,viticulture,low,mixed,1859.0,972782.0,71,0,1,2.5,0,0.0,0.0
SYN-003172,0.446,mixed_farming,medium,mixed,2055.0,1096739.0,16,2,1,7.1,0,0.0,0.0
SYN-003173,0.93,mixed_farming,high,masonry,3070.0,1274173.0,47,0,1,1.7,0,0.0,0.0
SYN-003174,0.507,viticulture,high,masonry,2253.0,732102.0,64,0,0,8.4,0,0.0,0.0
SYN-003175,0.413,mixed_farming,medium,wood,819.0,283316.0,6,0,1,14.5,0,0.0,0.0
SYN-003176,0.617,crop_farming,medium,masonry,940.0,316524.0,48,0,0,9.4,0,0.0,0.0
SYN-003177,0.435,mixed_farming,medium,mixed,2091.0,936888.0,47,0,1,4.8,0,0.0,0.0
SYN-003178,0.5,livestock,medium,masonry,1561.0,573967.0,78,0,1,7.1,0,0.0,0.0
SYN-003179,0.843,crop_farming,high,mixed,1198.0,490822.0,31,0,0,2.5,0,0.0,0.0
SYN-003180,0.643,livestock,medium,masonry,686.0,441859.0,61,0,0,9.5,0,0.0,0.0
SYN-003181,0.404,viticulture,low,mixed,858.0,515381.0,7,0,1,2.2,0,0.0,0.0
SYN-003182,0.786,crop_farming,low,mixed,1770.0,522129.0,48,0,0,6.5,0,0.0,0.0
SYN-003183,0.824,livestock,medium,masonry,341.0,265742.0,21,0,0,5.2,0,0.0,0.0
SYN-003184,0.941,crop_farming,high,masonry,265.0,149377.0,50,0,0,9.4,0,0.0,0.0
SYN-003185,0.493,crop_farming,low,wood,1902.0,594044.0,49,0,1,7.0,0,0.0,0.0
SYN-003186,0.914,crop_farming,medium,mixed,857.0,372598.0,27,0,0,6.8,0,0.0,0.0
SYN-003187,0.825,mixed_farming,high,wood,1643.0,421932.0,68,0,1,1.0,0,0.0,0.0
SYN-003188,0.738,mixed_farming,medium,mixed,3377.0,803515.0,36,0,1,7.7,0,0.0,0.0
SYN-003189,0.557,crop_farming,low,mixed,627.0,330606.0,21,0,1,7.1,0,0.0,0.0
SYN-003190,0.675,crop_farming,medium,mixed,409.0,181645.0,54,0,0,6.0,0,0.0,0.0
SYN-003191,0.519,crop_farming,medium,wood,1013.0,503608.0,43,0,1,8.0,1,9509.52,9509.52
SYN-003192,0.831,crop_farming,low,masonry,777.0,198191.0,42,1,1,3.0,0,0.0,0.0
SYN-003193,0.822,livestock,medium,masonry,1192.0,554052.0,11,0,1,8.0,0,0.0,0.0
SYN-003194,0.515,mixed_farming,medium,mixed,1719.0,726570.0,77,0,1,8.0,0,0.0,0.0
SYN-003195,0.552,mixed_farming,medium,wood,1499.0,741555.0,30,1,1,2.6,0,0.0,0.0
SYN-003196,0.941,livestock,medium,masonry,1249.0,417374.0,45,0,1,8.6,0,0.0,0.0
SYN-003197,0.683,livestock,low,masonry,2411.0,965829.0,13,0,1,13.9,0,0.0,0.0
SYN-003198,0.731,crop_farming,low,mixed,1874.0,1015009.0,2,0,1,7.7,0,0.0,0.0
SYN-003199,0.975,crop_farming,low,mixed,1077.0,375952.0,58,0,0,2.5,0,0.0,0.0
SYN-003200,0.524,viticulture,low,masonry,1832.0,468870.0,11,0,1,10.9,0,0.0,0.0
SYN-003201,0.776,mixed_farming,medium,mixed,444.0,279185.0,56,0,1,2.4,0,0.0,0.0
SYN-003202,0.864,viticulture,low,masonry,2420.0,1303712.0,4,0,1,3.6,0,0.0,0.0
SYN-003203,0.592,viticulture,medium,masonry,1230.0,358510.0,27,0,1,2.6,0,0.0,0.0
SYN-003204,0.585,mixed_farming,low,mixed,555.0,180176.0,73,0,0,6.4,0,0.0,0.0
SYN-003205,0.938,viticulture,low,masonry,924.0,493750.0,45,0,0,20.1,0,0.0,0.0
SYN-003206,0.46,livestock,low,mixed,2379.0,859274.0,26,0,1,5.1,0,0.0,0.0
SYN-003207,0.494,crop_farming,medium,masonry,736.0,283064.0,10,0,1,4.3,0,0.0,0.0
SYN-003208,0.647,crop_farming,medium,mixed,1583.0,643759.0,67,0,0,28.5,0,0.0,0.0
SYN-003209,0.879,crop_farming,high,masonry,2146.0,491657.0,46,0,1,5.8,0,0.0,0.0
SYN-003210,0.673,crop_farming,low,wood,1231.0,486977.0,36,0,0,3.7,0,0.0,0.0
SYN-003211,0.562,livestock,medium,mixed,691.0,291042.0,63,0,0,2.6,0,0.0,0.0
SYN-003212,0.652,mixed_farming,medium,masonry,1163.0,576537.0,74,0,0,6.5,1,6643.64,6643.64
SYN-003213,0.667,mixed_farming,low,wood,485.0,302748.0,54,0,0,5.9,0,0.0,0.0
SYN-003214,0.836,mixed_farming,low,masonry,882.0,432432.0,39,1,1,16.7,0,0.0,0.0
SYN-003215,0.921,crop_farming,low,masonry,590.0,332026.0,51,0,1,6.1,0,0.0,0.0
SYN-003216,0.593,mixed_farming,low,wood,1176.0,725999.0,69,0,1,0.7,0,0.0,0.0
SYN-003217,0.825,livestock,high,wood,531.0,240677.0,23,0,1,4.2,0,0.0,0.0
SYN-003218,0.821,crop_farming,medium,mixed,1279.0,694013.0,54,0,0,2.5,0,0.0,0.0
SYN-003219,0.86,crop_farming,medium,wood,2531.0,1419951.0,42,0,0,4.8,0,0.0,0.0
SYN-003220,0.745,livestock,medium,masonry,2636.0,780012.0,22,0,1,5.5,0,0.0,0.0
SYN-003221,0.409,crop_farming,medium,masonry,539.0,290216.0,19,1,0,4.0,0,0.0,0.0
SYN-003222,0.794,mixed_farming,medium,masonry,786.0,406496.0,47,0,1,3.8,0,0.0,0.0
SYN-003223,0.767,mixed_farming,low,masonry,2110.0,982883.0,15,1,1,3.5,0,0.0,0.0
SYN-003224,0.767,mixed_farming,medium,mixed,1915.0,925625.0,22,0,1,7.2,0,0.0,0.0
SYN-003225,0.569,crop_farming,low,masonry,813.0,303602.0,31,0,0,6.1,0,0.0,0.0
SYN-003226,0.459,mixed_farming,low,mixed,883.0,495909.0,16,0,1,5.6,0,0.0,0.0
SYN-003227,0.514,mixed_farming,low,masonry,1279.0,448943.0,26,0,1,20.0,0,0.0,0.0
SYN-003228,0.53,crop_farming,medium,masonry,368.0,248082.0,26,0,1,8.3,0,0.0,0.0
SYN-003229,0.504,mixed_farming,medium,mixed,1705.0,848153.0,4,0,1,9.5,0,0.0,0.0
SYN-003230,0.547,livestock,medium,masonry,2450.0,845538.0,24,0,0,7.4,0,0.0,0.0
SYN-003231,0.441,livestock,low,mixed,941.0,403356.0,54,0,1,2.2,0,0.0,0.0
SYN-003232,0.562,crop_farming,high,mixed,482.0,272986.0,40,0,1,0.9,0,0.0,0.0
SYN-003233,0.999,livestock,low,mixed,3036.0,1556160.0,30,0,1,4.0,0,0.0,0.0
SYN-003234,0.707,crop_farming,high,wood,1398.0,633926.0,51,0,0,6.3,0,0.0,0.0
SYN-003235,0.607,crop_farming,medium,wood,1921.0,819704.0,16,0,1,7.5,0,0.0,0.0
SYN-003236,0.832,crop_farming,medium,masonry,514.0,249975.0,78,0,1,3.3,0,0.0,0.0
SYN-003237,0.682,viticulture,medium,mixed,515.0,149308.0,6,0,1,13.4,0,0.0,0.0
SYN-003238,0.418,crop_farming,medium,masonry,1586.0,392791.0,38,0,0,2.8,0,0.0,0.0
SYN-003239,0.728,livestock,medium,masonry,2364.0,884637.0,64,0,1,6.1,0,0.0,0.0
SYN-003240,0.582,livestock,low,mixed,582.0,299550.0,61,0,1,8.6,0,0.0,0.0
SYN-003241,0.743,mixed_farming,medium,mixed,1134.0,294620.0,37,0,1,8.0,0,0.0,0.0
SYN-003242,0.504,livestock,low,mixed,432.0,133075.0,40,0,0,27.3,0,0.0,0.0
SYN-003243,0.69,viticulture,medium,mixed,768.0,263322.0,71,0,1,10.0,0,0.0,0.0
SYN-003244,0.516,crop_farming,medium,mixed,1025.0,587131.0,35,0,1,7.5,0,0.0,0.0
SYN-003245,0.579,crop_farming,high,mixed,1665.0,434851.0,4,0,1,14.5,0,0.0,0.0
SYN-003246,0.812,livestock,medium,masonry,308.0,183542.0,33,0,1,12.1,0,0.0,0.0
SYN-003247,0.537,livestock,low,masonry,2859.0,1337791.0,4,0,1,2.2,0,0.0,0.0
SYN-003248,0.65,mixed_farming,medium,masonry,1085.0,538086.0,71,0,1,5.9,0,0.0,0.0
SYN-003249,0.444,mixed_farming,low,mixed,2811.0,1303017.0,18,0,0,11.4,0,0.0,0.0
SYN-003250,0.812,livestock,medium,masonry,1909.0,652371.0,12,1,0,9.3,2,12839.29,25678.57
SYN-003251,0.723,viticulture,medium,masonry,2109.0,580500.0,51,0,1,5.5,0,0.0,0.0
SYN-003252,0.888,livestock,medium,masonry,4506.0,1228521.0,24,0,1,15.9,0,0.0,0.0
SYN-003253,0.721,crop_farming,low,mixed,729.0,378943.0,60,0,0,22.9,0,0.0,0.0
SYN-003254,0.997,livestock,low,masonry,1324.0,428811.0,58,0,1,4.5,0,0.0,0.0
SYN-003255,0.545,crop_farming,medium,masonry,637.0,349863.0,42,0,1,28.0,0,0.0,0.0
SYN-003256,0.845,mixed_farming,low,masonry,1134.0,355646.0,24,0,1,12.4,0,0.0,0.0
SYN-003257,0.659,crop_farming,low,masonry,1935.0,744194.0,23,0,1,8.2,0,0.0,0.0
SYN-003258,0.626,livestock,medium,masonry,2522.0,833399.0,1,1,0,13.5,0,0.0,0.0
SYN-003259,0.839,livestock,medium,wood,945.0,384673.0,71,0,1,2.9,0,0.0,0.0
SYN-003260,0.973,crop_farming,low,masonry,554.0,255611.0,18,1,0,12.5,0,0.0,0.0
SYN-003261,0.853,crop_farming,medium,masonry,1271.0,516448.0,38,1,1,7.9,0,0.0,0.0
SYN-003262,0.598,mixed_farming,high,mixed,697.0,247611.0,3,0,1,14.8,0,0.0,0.0
SYN-003263,0.706,crop_farming,medium,mixed,832.0,423584.0,41,1,1,12.1,0,0.0,0.0
SYN-003264,0.53,livestock,low,masonry,1875.0,880950.0,24,0,0,18.5,0,0.0,0.0
SYN-003265,0.772,livestock,low,masonry,1662.0,754741.0,41,0,1,3.2,0,0.0,0.0
SYN-003266,0.642,crop_farming,low,wood,2084.0,607218.0,27,0,1,11.3,0,0.0,0.0
SYN-003267,0.537,crop_farming,medium,wood,973.0,465207.0,62,0,1,4.6,0,0.0,0.0
SYN-003268,0.413,mixed_farming,medium,masonry,2335.0,859950.0,77,0,1,10.9,0,0.0,0.0
SYN-003269,0.955,viticulture,low,mixed,1223.0,502767.0,52,0,1,9.0,0,0.0,0.0
SYN-003270,0.447,crop_farming,low,masonry,1008.0,302427.0,65,0,1,5.4,0,0.0,0.0
SYN-003271,0.598,viticulture,low,masonry,593.0,394120.0,37,0,1,4.9,0,0.0,0.0
SYN-003272,0.514,mixed_farming,low,masonry,312.0,402501.0,10,0,0,2.2,0,0.0,0.0
SYN-003273,0.696,mixed_farming,high,mixed,439.0,231275.0,29,0,1,13.6,0,0.0,0.0
SYN-003274,0.517,mixed_farming,low,masonry,1394.0,359426.0,10,0,1,9.8,0,0.0,0.0
SYN-003275,0.842,mixed_farming,low,masonry,672.0,330703.0,4,0,1,6.6,0,0.0,0.0
SYN-003276,0.535,mixed_farming,medium,masonry,416.0,216274.0,80,0,0,9.2,0,0.0,0.0
SYN-003277,0.511,livestock,low,masonry,923.0,443057.0,39,0,0,21.3,0,0.0,0.0
SYN-003278,0.53,livestock,low,masonry,1454.0,365793.0,54,0,1,6.3,0,0.0,0.0
SYN-003279,0.579,livestock,medium,masonry,1587.0,502105.0,35,1,1,5.8,0,0.0,0.0
SYN-003280,0.785,crop_farming,low,mixed,1189.0,576282.0,51,0,1,5.0,0,0.0,0.0
SYN-003281,0.526,mixed_farming,low,masonry,1165.0,572684.0,24,0,1,11.2,0,0.0,0.0
SYN-003282,0.818,crop_farming,medium,masonry,854.0,229698.0,48,0,1,4.0,0,0.0,0.0
SYN-003283,0.658,crop_farming,medium,mixed,1830.0,942742.0,43,0,1,6.7,0,0.0,0.0
SYN-003284,0.518,crop_farming,low,masonry,1080.0,599332.0,12,1,0,4.5,0,0.0,0.0
SYN-003285,0.544,crop_farming,high,masonry,1153.0,422364.0,44,0,0,10.1,0,0.0,0.0
SYN-003286,0.716,mixed_farming,low,wood,2379.0,1043990.0,22,0,1,8.0,0,0.0,0.0
SYN-003287,0.627,mixed_farming,high,mixed,2028.0,680622.0,45,0,1,11.6,0,0.0,0.0
SYN-003288,0.708,livestock,high,masonry,1075.0,603334.0,35,0,1,1.9,0,0.0,0.0
SYN-003289,0.888,crop_farming,medium,masonry,980.0,517390.0,26,0,1,4.8,0,0.0,0.0
SYN-003290,0.427,livestock,low,masonry,975.0,521038.0,36,0,1,7.4,0,0.0,0.0
SYN-003291,0.636,livestock,high,masonry,326.0,150250.0,6,0,0,11.3,0,0.0,0.0
SYN-003292,0.649,mixed_farming,medium,wood,2472.0,753448.0,78,0,1,7.1,0,0.0,0.0
SYN-003293,0.551,livestock,low,mixed,777.0,409316.0,47,1,1,7.2,0,0.0,0.0
SYN-003294,0.665,livestock,medium,masonry,2112.0,931497.0,4,1,1,14.2,0,0.0,0.0
SYN-003295,0.74,livestock,medium,masonry,1245.0,515669.0,12,0,1,5.0,0,0.0,0.0
SYN-003296,0.751,viticulture,high,masonry,2995.0,778863.0,2,0,1,9.7,0,0.0,0.0
SYN-003297,0.802,mixed_farming,medium,masonry,1710.0,591845.0,21,1,1,11.7,0,0.0,0.0
SYN-003298,0.446,livestock,high,masonry,2193.0,1036949.0,74,0,0,3.8,0,0.0,0.0
SYN-003299,0.676,livestock,medium,masonry,825.0,264205.0,59,0,0,6.1,0,0.0,0.0
SYN-003300,0.855,crop_farming,medium,wood,526.0,297011.0,71,1,1,10.8,0,0.0,0.0
SYN-003301,0.673,viticulture,medium,mixed,1334.0,569312.0,39,1,1,6.1,0,0.0,0.0
SYN-003302,0.794,livestock,high,wood,349.0,202244.0,24,0,0,9.5,1,34214.02,34214.02
SYN-003303,0.754,crop_farming,high,wood,894.0,321597.0,31,0,1,6.1,0,0.0,0.0
SYN-003304,0.679,viticulture,high,wood,559.0,295201.0,26,0,1,19.1,0,0.0,0.0
SYN-003305,0.447,mixed_farming,medium,wood,702.0,445891.0,70,0,1,9.0,0,0.0,0.0
SYN-003306,0.78,crop_farming,medium,masonry,1785.0,714193.0,48,0,1,4.1,0,0.0,0.0
SYN-003307,0.721,crop_farming,low,masonry,1710.0,436707.0,67,0,1,8.1,0,0.0,0.0
SYN-003308,0.403,crop_farming,high,masonry,1091.0,580575.0,17,0,1,5.3,0,0.0,0.0
SYN-003309,0.524,mixed_farming,low,mixed,1492.0,545300.0,73,0,1,7.9,0,0.0,0.0
SYN-003310,0.437,crop_farming,low,mixed,853.0,503548.0,71,1,1,14.5,0,0.0,0.0
SYN-003311,0.742,viticulture,medium,masonry,5868.0,1631056.0,48,0,1,5.6,0,0.0,0.0
SYN-003312,0.409,viticulture,medium,mixed,1474.0,801621.0,22,0,1,6.2,0,0.0,0.0
SYN-003313,0.905,livestock,medium,mixed,826.0,647478.0,48,1,1,1.5,0,0.0,0.0
SYN-003314,0.968,mixed_farming,low,mixed,2141.0,772660.0,5,0,0,8.3,0,0.0,0.0
SYN-003315,0.985,crop_farming,low,masonry,2714.0,821830.0,16,0,1,5.8,0,0.0,0.0
SYN-003316,0.536,crop_farming,low,masonry,733.0,320785.0,43,0,1,12.0,0,0.0,0.0
SYN-003317,0.697,mixed_farming,low,masonry,482.0,145540.0,78,0,0,3.2,0,0.0,0.0
SYN-003318,0.935,crop_farming,low,masonry,548.0,238431.0,59,0,0,10.8,0,0.0,0.0
SYN-003319,0.812,crop_farming,medium,mixed,784.0,370823.0,19,0,1,10.2,0,0.0,0.0
SYN-003320,0.579,livestock,low,masonry,1170.0,661865.0,77,0,1,8.2,0,0.0,0.0
SYN-003321,0.9,crop_farming,medium,masonry,420.0,271488.0,39,0,1,18.8,1,7762.28,7762.28
SYN-003322,0.744,livestock,low,masonry,923.0,425084.0,50,0,1,25.4,0,0.0,0.0
SYN-003323,0.838,mixed_farming,medium,mixed,1059.0,458619.0,65,0,0,15.0,0,0.0,0.0
SYN-003324,0.982,mixed_farming,high,masonry,1497.0,542460.0,9,0,1,1.1,0,0.0,0.0
SYN-003325,0.999,mixed_farming,low,wood,1804.0,919344.0,16,1,1,4.2,0,0.0,0.0
SYN-003326,0.703,mixed_farming,low,masonry,1573.0,673091.0,53,0,1,2.8,0,0.0,0.0
SYN-003327,0.494,livestock,medium,wood,3885.0,2035831.0,35,0,1,3.6,0,0.0,0.0
SYN-003328,0.772,mixed_farming,low,masonry,2468.0,739052.0,8,0,1,15.6,0,0.0,0.0
SYN-003329,0.786,livestock,high,masonry,1400.0,543523.0,12,0,1,22.2,1,14264.78,14264.78
SYN-003330,0.743,crop_farming,high,wood,645.0,315786.0,16,1,0,15.2,0,0.0,0.0
SYN-003331,0.653,viticulture,medium,mixed,781.0,400961.0,40,0,1,9.5,0,0.0,0.0
SYN-003332,0.749,crop_farming,high,mixed,479.0,199304.0,24,0,1,3.0,0,0.0,0.0
SYN-003333,0.72,crop_farming,medium,mixed,1339.0,601420.0,73,0,1,6.9,0,0.0,0.0
SYN-003334,0.967,crop_farming,medium,masonry,1503.0,510012.0,5,0,0,12.5,0,0.0,0.0
SYN-003335,0.903,livestock,low,mixed,2165.0,603438.0,35,0,1,24.9,0,0.0,0.0
SYN-003336,0.636,livestock,low,masonry,1442.0,461902.0,30,0,0,16.8,0,0.0,0.0
SYN-003337,0.743,livestock,low,mixed,2404.0,814516.0,11,1,0,5.4,0,0.0,0.0
SYN-003338,0.74,mixed_farming,medium,wood,2437.0,785476.0,62,0,0,5.9,0,0.0,0.0
SYN-003339,0.706,crop_farming,medium,wood,621.0,253754.0,61,1,1,6.6,0,0.0,0.0
SYN-003340,0.435,livestock,low,mixed,865.0,475722.0,5,0,1,11.9,0,0.0,0.0
SYN-003341,0.828,livestock,medium,mixed,1203.0,410956.0,44,0,1,3.7,0,0.0,0.0
SYN-003342,0.839,mixed_farming,low,masonry,766.0,207437.0,40,0,1,7.4,0,0.0,0.0
SYN-003343,0.691,crop_farming,low,masonry,1035.0,721068.0,5,0,1,9.7,0,0.0,0.0
SYN-003344,0.941,crop_farming,low,wood,1474.0,796116.0,19,0,1,11.6,0,0.0,0.0
SYN-003345,0.99,livestock,medium,mixed,1119.0,441568.0,30,0,0,8.1,0,0.0,0.0
SYN-003346,0.888,mixed_farming,medium,masonry,1212.0,690879.0,46,0,1,7.1,0,0.0,0.0
SYN-003347,0.957,mixed_farming,medium,mixed,657.0,371799.0,37,0,1,12.3,0,0.0,0.0
SYN-003348,0.693,mixed_farming,low,masonry,1684.0,824675.0,40,1,1,9.6,0,0.0,0.0
SYN-003349,0.949,mixed_farming,medium,mixed,1606.0,808227.0,59,1,1,14.1,0,0.0,0.0
SYN-003350,0.961,livestock,high,mixed,738.0,371757.0,14,0,1,5.4,0,0.0,0.0
SYN-003351,0.774,crop_farming,low,masonry,523.0,300158.0,6,0,0,25.7,0,0.0,0.0
SYN-003352,0.49,crop_farming,medium,masonry,2696.0,1099041.0,69,0,1,15.4,0,0.0,0.0
SYN-003353,0.491,crop_farming,low,mixed,3776.0,1776644.0,19,1,0,15.2,0,0.0,0.0
SYN-003354,0.683,livestock,low,masonry,1412.0,404408.0,41,0,0,5.9,0,0.0,0.0
SYN-003355,0.841,livestock,medium,wood,958.0,452289.0,6,0,1,3.6,0,0.0,0.0
SYN-003356,0.701,livestock,low,masonry,2392.0,1245743.0,79,0,1,2.5,0,0.0,0.0
SYN-003357,0.88,livestock,medium,masonry,1645.0,418228.0,58,0,1,33.9,0,0.0,0.0
SYN-003358,0.862,livestock,high,masonry,1057.0,580493.0,79,0,1,16.8,0,0.0,0.0
SYN-003359,0.522,mixed_farming,low,mixed,2274.0,1105786.0,77,0,1,5.4,0,0.0,0.0
SYN-003360,0.48,mixed_farming,low,mixed,716.0,789779.0,21,0,1,3.6,0,0.0,0.0
SYN-003361,0.824,livestock,high,mixed,774.0,392488.0,33,0,1,11.3,0,0.0,0.0
SYN-003362,0.592,livestock,medium,wood,1535.0,859769.0,71,1,1,6.6,0,0.0,0.0
SYN-003363,0.959,mixed_farming,high,mixed,1305.0,368489.0,43,0,0,12.5,0,0.0,0.0
SYN-003364,0.921,mixed_farming,low,masonry,1834.0,831415.0,58,0,1,5.1,0,0.0,0.0
SYN-003365,0.671,livestock,medium,masonry,2632.0,1153452.0,37,0,0,8.9,0,0.0,0.0
SYN-003366,0.748,livestock,high,wood,442.0,293351.0,35,0,1,12.6,0,0.0,0.0
SYN-003367,0.908,mixed_farming,low,masonry,1243.0,376360.0,33,0,1,25.8,0,0.0,0.0
SYN-003368,0.923,mixed_farming,high,wood,4170.0,1776470.0,66,0,0,10.2,1,19861.96,19861.96
SYN-003369,0.734,crop_farming,medium,wood,822.0,431541.0,40,0,0,4.5,0,0.0,0.0
SYN-003370,0.983,livestock,high,mixed,762.0,448456.0,34,0,0,0.5,0,0.0,0.0
SYN-003371,0.713,mixed_farming,low,mixed,282.0,112820.0,41,0,0,7.1,0,0.0,0.0
SYN-003372,0.425,crop_farming,medium,wood,1295.0,570324.0,40,0,1,8.9,0,0.0,0.0
SYN-003373,0.738,mixed_farming,low,mixed,1768.0,609302.0,17,0,1,11.4,0,0.0,0.0
SYN-003374,0.866,crop_farming,high,mixed,1765.0,630742.0,30,0,1,24.2,1,25975.28,25975.28
